sku,ean13,categoria,familia,color,control,potencia_w,corriente_a,flujo_lm,angulo,cct,ip,ubicacion,tension_v,medidas_mm,peso_g,garantia_anios,marca,proveedor,linea,precio_ars
RMS-CMD-N-14W-24G-WW,7428325584488,Spot,Spot Móvil Doble,Negro,Dimeable,14W,0.26A,980,24°,2200K (cálida),20,Interior,DC48V,,275,3,Macroled,MAZ Iluminación,Skyline (riel magnético 48V),
RMS-CMD-N-14W-36G-WW,7428325584495,Spot,Spot Móvil Doble,Negro,Dimeable,14W,0.26A,980,36°,2200K (cálida),20,Interior,DC48V,,275,3,Macroled,MAZ Iluminación,Skyline (riel magnético 48V),
RMS-S-CMD-N-14W-24G,7428325585607,Spot,Spot Móvil Doble,Negro,Smart,14W,0.26A,980,24°,2000-5000K (dinámico),20,Interior,DC48V,,275,3,Macroled,MAZ Iluminación,Skyline (riel magnético 48V),
RMS-CED-B-10W-WW,7428325585164,Colgante,Colgante Esférico Difuso,Blanco,Dimeable,10W,0.21A,700,120°,2200K (cálida),20,Interior,DC48V,114.5*Ø100*1000,550,3,Macroled,MAZ Iluminación,Skyline (riel magnético 48V),
RMS-S-CED-B-10W,7428325586147,Colgante,Colgante Esférico Difuso,Blanco,Smart,10W,0.21A,700,120°,2200-5000K (dinámico),20,Interior,DC48V,114.5*Ø100*1000,550,3,Macroled,MAZ Iluminación,Skyline (riel magnético 48V),
RMS-CED-N-10W-WW,7428325584563,Colgante,Colgante Esférico Difuso,Negro,Dimeable,10W,0.21A,700,120°,2200K (cálida),20,Interior,DC48V,114.5*Ø100*1000,550,3,Macroled,MAZ Iluminación,Skyline (riel magnético 48V),
RMS-S-CED-N-10W,7428325585683,Colgante,Colgante Esférico Difuso,Negro,Smart,10W,0.21A,700,120°,2200-5000K (dinámico),20,Interior,DC48V,114.5*Ø100*1000,550,3,Macroled,MAZ Iluminación,Skyline (riel magnético 48V),
RMS-CEF-B-12W-WW,7428325585188,Colgante,Colgante Esférico Focal,Blanco,Dimeable,12W,0.25A,780,24°,2200K (cálida),20,Interior,DC48V,114.5*Ø100*1000,710,3,Macroled,MAZ Iluminación,Skyline (riel magnético 48V),
RMS-S-CEF-B-12W,7428325586161,Colgante,Colgante Esférico Focal,Blanco,Smart,12W,0.25A,780,24°,2000-5000K (dinámico),20,Interior,DC48V,114.5*Ø100*1000,710,3,Macroled,MAZ Iluminación,Skyline (riel magnético 48V),
RMS-CEF-N-12W-WW,7428325584587,Colgante,Colgante Esférico Focal,Negro,Dimeable,12W,0.25A,780,24°,2200K (cálida),20,Interior,DC48V,114.5*Ø100*1000,710,3,Macroled,MAZ Iluminación,Skyline (riel magnético 48V),
RMS-S-CEF-N-12W,7428325585706,Colgante,Colgante Esférico Focal,Negro,Smart,12W,0.25A,780,24°,2000-5000K (dinámico),20,Interior,DC48V,114.5*Ø100*1000,710,3,Macroled,MAZ Iluminación,Skyline (riel magnético 48V),
RMS-CC-B-9W-24G-WW,7428325585218,Colgante,Colgante Tubular,Blanco,Dimeable,9W,0.21A,450,24°,2200K (cálida),20,Interior,DC48V,114.5*Ø50*1000,390,3,Macroled,MAZ Iluminación,Skyline (riel magnético 48V),
RMS-CC-B-9W-36G-WW,7428325585225,Colgante,Colgante Tubular,Blanco,Dimeable,9W,0.21A,450,36°,2200K (cálida),20,Interior,DC48V,114.5*Ø50*1000,390,3,Macroled,MAZ Iluminación,Skyline (riel magnético 48V),
RMS-CC-B-15W-15G-WW,7428325585263,Colgante,Colgante Tubular,Blanco,Dimeable,15W,0.33A,750,15°,2200K (cálida),20,Interior,DC48V,114.5*Ø45*1000,480,3,Macroled,MAZ Iluminación,Skyline (riel magnético 48V),
RMS-CC-B-15W-24G-WW,7428325585270,Colgante,Colgante Tubular,Blanco,Dimeable,15W,0.33A,750,24°,2200K (cálida),20,Interior,DC48V,114.5*Ø45*1000,480,3,Macroled,MAZ Iluminación,Skyline (riel magnético 48V),
RMS-CC-B-15W-36G-WW,7428325585287,Colgante,Colgante Tubular,Blanco,Dimeable,15W,0.33A,750,36°,2200K (cálida),20,Interior,DC48V,114.5*Ø45*1000,480,3,Macroled,MAZ Iluminación,Skyline (riel magnético 48V),
RMS-S-CC-B-15W-24G,7428325586253,Colgante,Colgante Tubular,Blanco,Smart,15W,0.33A,750,24°,2000-5000K (dinámico),20,Interior,DC48V,114.5*Ø45*1000,480,3,Macroled,MAZ Iluminación,Skyline (riel magnético 48V),
RMS-S-CC-B-15W-36G,7428325586260,Colgante,Colgante Tubular,Blanco,Smart,15W,0.33A,750,36°,2000-5000K (dinámico),20,Interior,DC48V,114.5*Ø45*1000,480,3,Macroled,MAZ Iluminación,Skyline (riel magnético 48V),
RMS-CC-N-9W-24G-WW,7428325584617,Colgante,Colgante Tubular,Negro,Dimeable,9W,0.21A,450,24°,2200K (cálida),20,Interior,DC48V,114.5*Ø50*1000,390,3,Macroled,MAZ Iluminación,Skyline (riel magnético 48V),
RMS-CC-N-9W-36G-WW,7428325584624,Colgante,Colgante Tubular,Negro,Dimeable,9W,0.21A,450,36°,2200K (cálida),20,Interior,DC48V,114.5*Ø50*1000,390,3,Macroled,MAZ Iluminación,Skyline (riel magnético 48V),
RMS-CC-N-15W-15G-WW,7428325584662,Colgante,Colgante Tubular,Negro,Dimeable,15W,0.33A,750,15°,2200K (cálida),20,Interior,DC48V,114.5*Ø45*1000,480,3,Macroled,MAZ Iluminación,Skyline (riel magnético 48V),
RMS-CC-N-15W-24G-WW,7428325584679,Colgante,Colgante Tubular,Negro,Dimeable,15W,0.33A,750,24°,2200K (cálida),20,Interior,DC48V,114.5*Ø45*1000,480,3,Macroled,MAZ Iluminación,Skyline (riel magnético 48V),
RMS-CC-N-15W-36G-WW,7428325584686,Colgante,Colgante Tubular,Negro,Dimeable,15W,0.33A,750,36°,2200K (cálida),20,Interior,DC48V,114.5*Ø45*1000,480,3,Macroled,MAZ Iluminación,Skyline (riel magnético 48V),
RMS-S-CC-N-15W-24G,7428325585799,Colgante,Colgante Tubular,Negro,Smart,15W,0.33A,750,24°,2000-5000K (dinámico),20,Interior,DC48V,114.5*Ø45*1000,480,3,Macroled,MAZ Iluminación,Skyline (riel magnético 48V),
RMS-S-CC-N-15W-36G,7428325585805,Colgante,Colgante Tubular,Negro,Smart,15W,0.33A,750,36°,2000-5000K (dinámico),20,Interior,DC48V,114.5*Ø45*1000,480,3,Macroled,MAZ Iluminación,Skyline (riel magnético 48V),
RMS-AED-B-10W-WW,7428325585171,Aplique,Aplique Esférico Difuso,Blanco,Dimeable,10W,0.21A,700,120°,2200K (cálida),20,Interior,DC48V,114.5*Ø100*118,710,3,Macroled,MAZ Iluminación,Skyline (riel magnético 48V),
RMS-S-AED-B-10W,7428325586154,Aplique,Aplique Esférico Difuso,Blanco,Smart,10W,0.21A,700,120°,2000-5000K (dinámico),20,Interior,DC48V,114.5*Ø100*118,710,3,Macroled,MAZ Iluminación,Skyline (riel magnético 48V),
RMS-AED-N-10W-WW,7428325584570,Aplique,Aplique Esférico Difuso,Negro,Dimeable,10W,0.21A,700,120°,2200K (cálida),20,Interior,DC48V,114.5*Ø100*118,710,3,Macroled,MAZ Iluminación,Skyline (riel magnético 48V),
RMS-S-AED-N-10W,7428325585690,Aplique,Aplique Esférico Difuso,Negro,Smart,10W,0.21A,700,120°,2000-5000K (dinámico),20,Interior,DC48V,114.5*Ø100*118,710,3,Macroled,MAZ Iluminación,Skyline (riel magnético 48V),
RMS-AEF-B-12W-24G-WW,7428325585195,Aplique,Aplique Esférico Focal,Blanco,Dimeable,12W,0.25A,780,24°,2200K (cálida),20,Interior,DC48V,114.5*Ø100*118,677,3,Macroled,MAZ Iluminación,Skyline (riel magnético 48V),
RMS-AEF-B-12W-36G-WW,7428325585201,Aplique,Aplique Esférico Focal,Blanco,Dimeable,12W,0.25A,780,36°,2200K (cálida),20,Interior,DC48V,114.5*Ø100*118,677,3,Macroled,MAZ Iluminación,Skyline (riel magnético 48V),
RMS-S-AEF-B-12W-24G,7428325586178,Aplique,Aplique Esférico Focal,Blanco,Smart,12W,0.25A,780,24°,2000-5000K (dinámico),20,Interior,DC48V,114.5*Ø100*118,677,3,Macroled,MAZ Iluminación,Skyline (riel magnético 48V),
RMS-AEF-N-12W-24G-WW,7428325584594,Aplique,Aplique Esférico Focal,Negro,Dimeable,12W,0.25A,780,24°,2200K (cálida),20,Interior,DC48V,114.5*Ø100*118,677,3,Macroled,MAZ Iluminación,Skyline (riel magnético 48V),
RMS-AEF-N-12W-36G-WW,7428325584600,Aplique,Aplique Esférico Focal,Negro,Dimeable,12W,0.25A,780,36°,2200K (cálida),20,Interior,DC48V,114.5*Ø100*118,677,3,Macroled,MAZ Iluminación,Skyline (riel magnético 48V),
RMS-S-AEF-N-12W-24G,7428325585713,Aplique,Aplique Esférico Focal,Negro,Smart,12W,0.25A,780,24°,2000-5000K (dinámico),20,Interior,DC48V,114.5*Ø100*118,677,3,Macroled,MAZ Iluminación,Skyline (riel magnético 48V),
RMS-ATD302-B-6W-WW,7428325585355,Aplique,Aplique Tubo Difuso,Blanco,Dimeable,6W,0.13A,600,120°,2200K (cálida),20,Interior,DC48V,302*Ø28*83.6,140,3,Macroled,MAZ Iluminación,Skyline (riel magnético 48V),
RMS-ATD602-B-12W-WW,7428325585362,Aplique,Aplique Tubo Difuso,Blanco,Dimeable,12W,0.23A,1200,120°,2200K (cálida),20,Interior,DC48V,602*Ø28*83.6,200,3,Macroled,MAZ Iluminación,Skyline (riel magnético 48V),
RMS-ATD302-N-6W-WW,7428325584754,Aplique,Aplique Tubo Difuso,Negro,Dimeable,6W,0.13A,600,120°,2200K (cálida),20,Interior,DC48V,302*Ø28*83.6,140,3,Macroled,MAZ Iluminación,Skyline (riel magnético 48V),
RMS-ATD602-N-12W-WW,7428325584761,Aplique,Aplique Tubo Difuso,Negro,Dimeable,12W,0.23A,1200,120°,2200K (cálida),20,Interior,DC48V,602*Ø28*83.6,200,3,Macroled,MAZ Iluminación,Skyline (riel magnético 48V),
RMS-TF1000-B-10W-WW,7428325585379,Tubo flexible,Tubo Flexible Difuso,Blanco,Dimeable,10W,0.38A,600,360°,2200K (cálida),20,Interior,DC48V,1000*Ø22,500,3,Macroled,MAZ Iluminación,Skyline (riel magnético 48V),
RMS-TF2000-B-20W-WW,7428325585386,Tubo flexible,Tubo Flexible Difuso,Blanco,Dimeable,20W,0.8A,1200,360°,2200K (cálida),20,Interior,DC48V,2000*Ø22,800,3,Macroled,MAZ Iluminación,Skyline (riel magnético 48V),
RMS-TF1000-N-10W-WW,7428325584778,Tubo flexible,Tubo Flexible Difuso,Negro,Dimeable,10W,0.38A,600,360°,2200K (cálida),20,Interior,DC48V,1000*Ø22,500,3,Macroled,MAZ Iluminación,Skyline (riel magnético 48V),
RMS-TF2000-N-20W-WW,7428325584785,Tubo flexible,Tubo Flexible Difuso,Negro,Dimeable,20W,0.8A,1200,360°,2200K (cálida),20,Interior,DC48V,2000*Ø22,800,3,Macroled,MAZ Iluminación,Skyline (riel magnético 48V),
FRMS-100W-48V-BCO,7428325584839,Fuente,Fuente de Alimentación,Blanco,,100W,2.1A,,,,20,Interior,AC185-265V / DC48V,290*25*27.7,315,3,Macroled,MAZ Iluminación,Skyline (riel magnético 48V),
FRMS-100W-48V-NEG,7428325584815,Fuente,Fuente de Alimentación,Negro,,100W,2.1A,,,,20,Interior,AC185-265V / DC48V,290*25*27.7,315,3,Macroled,MAZ Iluminación,Skyline (riel magnético 48V),
FRMS-200W-48V-BCO,7428325584846,Fuente,Fuente de Alimentación,Blanco,,200W,4.2A,,,,20,Interior,AC185-265V / DC48V,340*25*27.7,340,3,Macroled,MAZ Iluminación,Skyline (riel magnético 48V),
FRMS-200W-48V-NEG,7428325584822,Fuente,Fuente de Alimentación,Negro,,200W,4.2A,,,,20,Interior,AC185-265V / DC48V,340*25*27.7,340,3,Macroled,MAZ Iluminación,Skyline (riel magnético 48V),
FRMS-DIM-100W-48V-BCO,7428325584877,Fuente,Fuente de Alimentación,Blanco,Dimeable,100W,2.1A,,,,20,Interior,AC185-265V / DC48V,290*25*27.7,315,3,Macroled,MAZ Iluminación,Skyline (riel magnético 48V),
FRMS-DIM-100W-48V-NEG,7428325584853,Fuente,Fuente de Alimentación,Negro,Dimeable,100W,2.1A,,,,20,Interior,AC185-265V / DC48V,290*25*27.7,315,3,Macroled,MAZ Iluminación,Skyline (riel magnético 48V),
FRMS-DIM-200W-48V-BCO,7428325584884,Fuente,Fuente de Alimentación,Blanco,Dimeable,200W,4.2A,,,,20,Interior,AC185-265V / DC48V,340*25*27.7,340,3,Macroled,MAZ Iluminación,Skyline (riel magnético 48V),
FRMS-DIM-200W-48V-NEG,7428325584860,Fuente,Fuente de Alimentación,Negro,Dimeable,200W,4.2A,,,,20,Interior,AC185-265V / DC48V,340*25*27.7,340,3,Macroled,MAZ Iluminación,Skyline (riel magnético 48V),
